詞條,定義,反義詞
之前,早於特定參考時間點或事件。,以后
之前,早於特定參考時間點或事件。,之后
之前,早於特定參考時間點或事件。,后
之前,早於特定參考時間點或事件。,以下
之前,在時間參考點之前的時段。,後
之前,在時間參考點之前的時段。,后
之前,在時間參考點之前的時段。,後面
之前,在時間參考點之前的時段。,后
之前,在時間參考點之前的時段。,後
之前,在時間參考點之前的時段。,后
之前,在時間參考點之前的時段。,後面
之前,位置或順序在另一物體的前面。,之後
之前,位置或順序在另一物體的前面。,之后
之前,位置或順序在另一物體的前面。,之後
之前,位置或順序在另一物體的前面。,之后
之后,晚於特定時間參考點或事件。,前
之后,晚於特定時間參考點或事件。,之前
之后,晚於特定時間參考點或事件。,以前
之后,晚於特定時間參考點或事件。,前面
之后,晚於特定時間參考點或事件。,以上
之后,晚於特定時間參考點或事件。,以前
之后,晚於特定時間參考點或事件。,之前
之后,晚於特定時間參考點或事件。,前
之后,晚於特定時間參考點或事件。,前面
之后,晚於特定時間參考點或事件。,以上
之后,晚於現在或前述事件的時段。,前
之后,晚於現在或前述事件的時段。,早
之后,晚於現在或前述事件的時段。,前面
之后,晚於現在或前述事件的時段。,過去
之后,晚於現在或前述事件的時段。,過往
之后,晚於現在或前述事件的時段。,早
之后,晚於現在或前述事件的時段。,前
之后,晚於現在或前述事件的時段。,前面
之后,晚於現在或前述事件的時段。,過去
之后,晚於現在或前述事件的時段。,過往
之后,位置或順序在另一物體的後面。,之前
之后,位置或順序在另一物體的後面。,之前
之外,不在前述對象所包含的空間範圍。,內
之外,不在前述對象所包含的空間範圍。,以內
之外,不在前述對象所包含的空間範圍。,之內
之外,不在前述對象所包含的空間範圍。,裡
之外,不在前述對象所包含的空間範圍。,裏
之外,不在前述對象所包含的空間範圍。,中
之外,不在前述對象所包含的空間範圍。,內部
之外,不在前述對象所包含的空間範圍。,裡面
之外,不在前述對象所包含的空間範圍。,裡頭
之外,不在前述對象所包含的空間範圍。,裏
之外,不在前述對象所包含的空間範圍。,際
之外,不在前述對象所包含的空間範圍。,以內
之外,不在前述對象所包含的空間範圍。,中
之外,不在前述對象所包含的空間範圍。,之內
之外,不在前述對象所包含的空間範圍。,內
之外,不在前述對象所包含的空間範圍。,裡
之外,不在前述對象所包含的空間範圍。,裏
之外,不在前述對象所包含的空間範圍。,內部
之外,不在前述對象所包含的空間範圍。,裡面
之外,不在前述對象所包含的空間範圍。,際
之外,不在前述對象所包含的空間範圍。,裡頭
之外,不在前述的機構或領域範圍。,內
之外,不在前述的機構或領域範圍。,以內
之外,不在前述的機構或領域範圍。,之內
之外,不在前述的機構或領域範圍。,裏
之外,不在前述的機構或領域範圍。,裡
之外,不在前述的機構或領域範圍。,中
之外,不在前述的機構或領域範圍。,內部
之外,不在前述的機構或領域範圍。,裡面
之外,不在前述的機構或領域範圍。,裡頭
之外,不在前述的機構或領域範圍。,裏
之外,不在前述的機構或領域範圍。,以內
之外,不在前述的機構或領域範圍。,中
之外,不在前述的機構或領域範圍。,之內
之外,不在前述的機構或領域範圍。,內
之外,不在前述的機構或領域範圍。,裡
之外,不在前述的機構或領域範圍。,裏
之外,不在前述的機構或領域範圍。,內部
之外,不在前述的機構或領域範圍。,裡面
之外,不在前述的機構或領域範圍。,裡頭
之後,晚於特定時間參考點或事件。,前
之後,晚於特定時間參考點或事件。,之前
之後,晚於特定時間參考點或事件。,以前
之後,晚於特定時間參考點或事件。,前面
之後,晚於特定時間參考點或事件。,以上
之後,晚於特定時間參考點或事件。,以前
之後,晚於特定時間參考點或事件。,之前
之後,晚於特定時間參考點或事件。,前
之後,晚於特定時間參考點或事件。,前面
之後,晚於特定時間參考點或事件。,以上
之後,晚於現在或前述事件的時段。,前
之後,晚於現在或前述事件的時段。,早
之後,晚於現在或前述事件的時段。,前面
之後,晚於現在或前述事件的時段。,過去
之後,晚於現在或前述事件的時段。,過往
之後,晚於現在或前述事件的時段。,早
之後,晚於現在或前述事件的時段。,前
之後,晚於現在或前述事件的時段。,前面
之後,晚於現在或前述事件的時段。,過去
之後,晚於現在或前述事件的時段。,過往
之後,位置或順序在另一物體的後面。,之前
之後,位置或順序在另一物體的後面。,之前
乾,形容沒有水份的或含水份少的。,濕
乾,形容沒有水份的或含水份少的。,溼
乾,形容物體表面沒有水份附著。,濕
乾,形容物體表面沒有水份附著。,溼
乾,形容物體表面沒有水份附著。,濕
乾,形容物體表面沒有水份附著。,溼
乾,形容物體變乾。,濕
乾,形容物體變乾。,溼
乾,形容物體變乾。,濕
乾,形容物體變乾。,溼
乾,形容濕度比正常狀態下低。,濕
乾,形容濕度比正常狀態下低。,溼
乾,形容濕度比正常狀態下低。,潮濕
乾,形容濕度比正常狀態下低。,濕
乾,形容濕度比正常狀態下低。,溼
乾,表不使用任何水份的。,水
乾,表不使用任何水份的。,水
乾,水墨畫筆勢的一種，含墨量少。,濕
乾,水墨畫筆勢的一種，含墨量少。,溼
乾,水墨畫筆勢的一種，含墨量少。,濕
乾,水墨畫筆勢的一種，含墨量少。,溼
乾淨,形容沒有污垢雜質的。,髒
乾淨,形容沒有污垢雜質的。,汙
乾淨,形容沒有污垢雜質的。,骯髒
乾淨,形容沒有污垢雜質的。,骯髒
乾淨,形容沒有污垢雜質的。,汙
乾淨,形容沒有污垢雜質的。,垢
乾淨,形容沒有污垢雜質的。,污
乾淨,形容沒有污垢雜質的。,污
乾淨,形容比喻有公理正義的。,黑
乾淨,形容比喻有公理正義的。,汙
乾淨,形容比喻有公理正義的。,污
乾淨,形容比喻有公理正義的。,汙
乾淨,形容比喻有公理正義的。,黑
乾淨,形容比喻有公理正義的。,污
亂,形容比喻心思情緒不安定。,靜
亂,形容比喻心思情緒不安定。,靜
亂,使特定對象心思情緒無法安定。,靜
亂,使特定對象心思情緒無法安定。,靜
于,引介動作或狀態達到的階段或程度。,不到
于,引介動作或狀態達到的階段或程度。,不到
亞當,代指男子。,夏娃
亞當,代指男子。,夏娃
亡,形容生物失去生命。,生存
亡,形容生物失去生命。,生存
亡,形容生物失去生命。,生
亡,形容生物失去生命。,生
亡,形容生物失去生命。,昌
亡,形容生物失去生命。,存
亡,形容生物失去生命。,活
亡,使後述對象失去生命。,活
亡,使後述對象失去生命。,活
亡,形容比喻特定對象終止不再存在。,立
亡,形容比喻特定對象終止不再存在。,存
亡,形容比喻特定對象終止不再存在。,活
亡,形容比喻特定對象終止不再存在。,存在
亡,形容比喻特定對象終止不再存在。,存在
亢,形容音高高於比較對象的。,低
亢,形容音高高於比較對象的。,低
交,形容從事與交通相關的。,接棒
亮,形容光源的光線充足。,暗
亮,形容光源的光線充足。,暗
亮,形容有足夠光線照射的。,昏
亮,形容有足夠光線照射的。,暗
亮,形容有足夠光線照射的。,黑
亮,形容有足夠光線照射的。,黑
亮,形容有足夠光線照射的。,暗
亮,形容有足夠光線照射的。,昏
亮,燈光被點亮。,暗
亮,燈光被點亮。,暗
亮,形容比喻顏色較淺且亮度高的。,暗
亮,形容比喻顏色較淺且亮度高的。,暗
亮,形容人或物的外表好看使觀者感到愉悅而讚賞的。,醜
亮,形容人或物的外表好看使觀者感到愉悅而讚賞的。,陋
亮,形容人或物的外表好看使觀者感到愉悅而讚賞的。,醜
亮,形容人或物的外表好看使觀者感到愉悅而讚賞的。,陋
人,身心發育成熟的人。,小
人,身心發育成熟的人。,小
今,說話者所在的時間參考點。,古
今,姓。,古
仔,父母對自己所生育的男性後代的指稱。,女
仔,父母對自己所生育的男性後代的指稱。,女生
仔,父母對自己所生育的男性後代的指稱。,女兒
仔,父母對自己所生育的男性後代的指稱。,女生
仔,父母對自己所生育的男性後代的指稱。,女兒
仔,父母對自己所生育的男性後代的指稱。,女
以上,高於前述部位的部位或高於前述物體的位置。,之下
以上,高於前述部位的部位或高於前述物體的位置。,下
以上,高於前述部位的部位或高於前述物體的位置。,下面
以上,高於前述部位的部位或高於前述物體的位置。,以下
以上,高於前述部位的部位或高於前述物體的位置。,以下
以上,程度等於或高於前述對象。,以下
以上,程度等於或高於前述對象。,以下
以上,階級架構中高於前述階級的階級。,以下
以上,階級架構中高於前述階級的階級。,之下
以上,階級架構中高於前述階級的階級。,下
以上,階級架構中高於前述階級的階級。,下面
以上,階級架構中高於前述階級的階級。,之下
以上,階級架構中高於前述階級的階級。,下
